customer_id,recency,frequency,monetary,total_quantity,category_diversity,avg_order_value,segment,segment_description
404,66,3,1034.79,5,2,344.93,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
405,1,16,1282.7,17,6,80.16875,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
406,339,2,128.66,3,2,64.33,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
407,0,25,2444.52,29,6,97.7808,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
408,1,21,2740.54,30,6,130.50190476190477,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
409,251,1,80.27,1,1,80.27,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
410,5,43,3864.31,62,6,89.86767441860465,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
411,2,7,347.53999999999996,7,3,49.64857142857142,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
412,50,1,53.72,1,1,53.72,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
413,230,1,109.88,1,1,109.88,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
414,131,2,122.57000000000001,3,2,61.285000000000004,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
415,58,6,397.63,7,4,66.27166666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
416,58,5,378.45000000000005,6,3,75.69000000000001,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
417,2,14,939.03,15,6,67.07357142857143,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
418,0,10,936.2,10,5,93.62,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
419,264,2,133.03,3,2,66.515,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
420,214,3,130.46,3,3,43.48666666666667,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
421,154,7,490.13,8,2,70.01857142857143,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
422,126,3,177.10999999999999,4,2,59.03666666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
423,2,35,4965.01,51,6,141.85742857142858,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
424,133,3,162.19,3,2,54.06333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
425,0,34,3453.33,51,6,101.5685294117647,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
426,3,5,368.93,7,4,73.786,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
427,78,11,792.2,11,5,72.01818181818182,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
429,2,14,1119.07,16,5,79.93357142857143,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
430,0,16,1039.91,16,5,64.994375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
431,0,14,812.34,15,5,58.02428571428572,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
432,80,3,144.24,3,3,48.080000000000005,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
433,28,5,241.51,5,2,48.302,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
434,3,16,1283.74,17,6,80.23375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
435,4,19,3073.0,33,6,161.73684210526315,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
436,23,2,102.73,2,2,51.365,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
437,4,32,3197.24,49,6,99.91375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
439,26,6,250.12,9,4,41.68666666666667,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
440,1,27,2178.21,39,6,80.67444444444445,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
441,1,22,1474.1399999999999,30,5,67.00636363636363,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
442,144,2,27.080000000000002,2,2,13.540000000000001,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
443,8,6,434.43,7,3,72.405,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
444,11,9,660.55,9,5,73.39444444444445,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
445,70,1,21.43,1,1,21.43,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
446,348,1,46.03,1,1,46.03,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
447,21,1,30.89,1,1,30.89,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
448,21,4,609.0799999999999,4,4,152.26999999999998,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
449,2,9,497.21,10,5,55.245555555555555,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
450,3,43,4266.34,65,6,99.21720930232559,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
451,65,4,248.78,5,3,62.195,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
452,14,6,482.54,7,3,80.42333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
455,0,18,1579.27,20,5,87.73722222222221,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
456,12,2,234.47,4,1,117.235,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
457,0,56,6108.44,90,6,109.0792857142857,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
458,50,9,1190.03,11,5,132.22555555555556,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
459,0,32,4566.16,49,6,142.6925,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
460,5,11,1026.09,14,6,93.28090909090908,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
461,0,16,1099.5,20,4,68.71875,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
462,69,1,78.65,1,1,78.65,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
463,148,7,519.0400000000001,8,4,74.14857142857144,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
464,26,5,285.78,5,3,57.15599999999999,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
465,95,2,121.95,2,2,60.975,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
466,0,9,895.5,10,5,99.5,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
467,4,9,404.49,10,5,44.943333333333335,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
468,247,3,219.66,3,3,73.22,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
469,1,24,2903.09,28,6,120.96208333333334,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
470,32,2,50.95,2,2,25.475,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
471,1,32,3829.3900000000003,44,6,119.66843750000001,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
473,2,23,2181.34,31,5,94.8408695652174,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
474,8,2,463.40000000000003,2,2,231.70000000000002,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
475,267,3,540.09,4,2,180.03,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
476,4,3,191.89999999999998,3,3,63.96666666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
477,6,36,4167.23,63,6,115.75638888888888,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
478,9,3,151.53,4,2,50.51,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
480,141,1,83.6,1,1,83.6,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
481,66,3,169.57,4,3,56.52333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
482,7,8,364.14,8,4,45.5175,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
483,20,6,721.8,6,3,120.3,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
484,80,2,132.57,2,1,66.285,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
485,364,1,158.04,1,1,158.04,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
487,8,27,2945.01,41,6,109.07444444444445,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
488,5,18,1238.52,19,6,68.80666666666667,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
489,172,1,31.68,1,1,31.68,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
490,38,2,64.67,2,1,32.335,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
491,33,4,622.27,5,3,155.5675,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
492,54,5,462.14,7,4,92.428,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
493,0,16,1120.87,21,5,70.054375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
494,1,17,1548.91,21,5,91.11235294117648,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
495,235,4,290.26,5,2,72.565,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
496,4,16,1420.23,17,6,88.764375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
497,61,5,442.40999999999997,5,4,88.482,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
498,7,19,2876.5,25,6,151.39473684210526,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
501,143,5,285.31,5,2,57.062,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
502,257,2,305.22,2,2,152.61,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
503,3,12,992.49,14,6,82.7075,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
504,329,1,17.92,1,1,17.92,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
505,121,5,342.73,5,4,68.546,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
506,6,10,883.35,11,5,88.33500000000001,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
507,100,2,200.22,3,1,100.11,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
508,206,3,201.55,3,2,67.18333333333334,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
510,137,4,740.44,6,4,185.11,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
511,111,2,87.6,3,2,43.8,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
512,29,7,430.40999999999997,8,6,61.48714285714285,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
515,0,42,4903.78,56,6,116.75666666666666,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
516,1,39,4228.14,54,6,108.41384615384617,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
517,7,8,613.21,9,5,76.65125,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
518,257,1,21.32,1,1,21.32,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
519,113,3,154.25,3,2,51.416666666666664,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
520,0,7,624.55,7,5,89.22142857142856,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
521,296,2,181.16,2,1,90.58,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
522,1,6,351.3,6,4,58.550000000000004,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
523,31,6,440.31,6,4,73.385,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
524,129,2,132.7,3,1,66.35,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
526,21,11,780.9,13,3,70.99090909090908,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
527,10,7,338.76,9,4,48.394285714285715,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
528,0,14,1008.22,17,6,72.01571428571428,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
529,0,32,2698.81,46,6,84.3378125,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
531,223,1,82.1,1,1,82.1,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
532,197,1,40.54,1,1,40.54,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
533,288,1,22.62,1,1,22.62,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
535,104,3,577.62,3,2,192.54,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
537,355,1,105.59,1,1,105.59,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
538,4,12,732.36,13,4,61.03,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
539,217,1,18.28,1,1,18.28,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
540,7,13,1021.83,16,6,78.60230769230769,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
543,3,8,434.24,8,5,54.28,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
544,31,8,390.24,9,5,48.78,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
545,107,2,51.91,2,1,25.955,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
546,2,9,611.77,10,4,67.97444444444444,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
547,2,15,2198.82,17,5,146.58800000000002,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
548,220,4,427.02,5,4,106.755,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
549,200,2,227.71,4,2,113.855,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
550,112,3,1000.6700000000001,5,3,333.5566666666667,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
551,151,2,101.49,2,2,50.745,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
553,75,3,155.82,3,2,51.94,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
554,15,3,268.04,4,2,89.34666666666668,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
556,52,2,35.64,2,1,17.82,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
557,8,8,461.67,9,4,57.70875,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
558,1,33,2917.59,48,6,88.41181818181819,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
559,111,1,115.35,1,1,115.35,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
560,28,7,1370.27,8,5,195.75285714285715,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
561,76,3,473.64,3,3,157.88,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
562,5,16,1803.67,20,5,112.729375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
563,4,11,1844.73,14,4,167.7027272727273,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
564,1,46,5173.39,64,6,112.465,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
565,3,11,543.55,11,5,49.41363636363636,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
566,53,7,869.11,7,4,124.15857142857143,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
567,7,22,1886.6200000000001,24,6,85.75545454545455,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
568,24,7,397.57,7,4,56.79571428571428,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
569,45,3,219.70999999999998,3,3,73.23666666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
570,1,28,3891.74,36,6,138.9907142857143,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
571,126,1,82.14,1,1,82.14,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
572,97,3,123.15,4,2,41.050000000000004,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
573,2,6,896.47,7,4,149.41166666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
574,169,2,75.22,2,2,37.61,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
575,64,2,110.63999999999999,2,1,55.31999999999999,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
576,118,2,82.75999999999999,3,2,41.379999999999995,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
577,1,13,1183.35,13,5,91.02692307692307,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
578,57,1,52.34,1,1,52.34,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
579,158,5,617.0699999999999,5,4,123.41399999999999,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
580,1,16,1323.3799999999999,19,6,82.71124999999999,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
582,61,1,38.94,1,1,38.94,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
583,27,3,180.88,3,2,60.29333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
584,2,19,2170.96,24,5,114.26105263157895,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
586,2,11,1071.71,13,5,97.42818181818183,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
587,2,37,4519.33,61,6,122.14405405405405,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
588,3,15,1319.17,18,6,87.94466666666668,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
589,0,14,2222.0299999999997,15,5,158.71642857142857,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
590,2,17,1098.61,19,5,64.62411764705882,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
591,2,7,572.38,8,5,81.76857142857143,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
593,0,12,808.89,14,5,67.4075,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
594,3,25,2769.5,29,6,110.78,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
595,40,3,127.99,3,2,42.663333333333334,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
596,71,6,328.85,8,4,54.80833333333334,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
597,85,2,88.28999999999999,2,2,44.144999999999996,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
598,1,21,2964.1200000000003,24,5,141.14857142857144,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
599,0,19,1251.28,21,6,65.85684210526315,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
600,2,26,2633.71,42,6,101.29653846153846,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
601,20,7,428.08,9,3,61.15428571428571,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
602,0,8,528.17,11,4,66.02125,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
603,4,15,703.63,17,5,46.90866666666667,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
604,0,49,4560.0599999999995,79,6,93.06244897959182,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
605,5,16,1371.67,18,4,85.729375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
606,69,3,211.26,4,2,70.42,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
607,1,12,825.6,15,5,68.8,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
